SURJEK_FLOW_METER_1,SURJEK_FLOW_METER_2,ROTATIONAL_PUMP_RPM,SURJEK_PUMP_TORQUE,MAXIMUM_DAILY_PUMP_TORQUE,SURJEK_AMMONIA_FLOW_RATE,SURJEK_TUBE_PRESSURE,SURJEK_ESTIMATED_EFFICIENCY,PUMP FAILURE (1 or 0),TIMEFRAME
0,-7.910156,0,0,0,0,377.9890779,0,0,09/12/2014 1:31
0,-0.703125,0,0,0,0,377.9408262,0,0,09/12/2014 1:31
0,-6.459961,0,0,0,0,377.8916096,0,0,09/12/2014 1:31
0,-6.811523,0,0,0,0,377.7169263,0,0,09/12/2014 1:31
0,-8.503418,0,0,0,0,376.6789223,0,0,09/12/2014 1:32
0,-3.427734,0,0,0,0,376.5291443,0,0,09/12/2014 1:33
0,-7.272949,0,0,0,0,376.3077683,0,0,09/12/2014 1:33
0,-6.414037054,0,0,0,0,376.2817,0,0,09/12/2014 1:33
0,-5.60037384,0,0,0,0,379.9438,0,0,09/12/2014 1:33
0,0.06591797,0,0,0,0,379.2355058,0,0,09/12/2014 1:33
0,-5.668945,0,0,0,0,379.0264316,0,0,09/12/2014 1:33
0,-1.625977,0,0,0,0,378.6194427,0,0,09/12/2014 1:33
0,-4.306641,0,0,0,0,377.5033442,0,0,09/12/2014 1:34
0,-4.407449998,0,0,0,0,377.1973,0,0,09/12/2014 1:34
0,-4.812012,0,0,0,0,377.8456477,0,0,09/12/2014 1:34
0,-3.251953,0,0,0,0,378.1683286,0,0,09/12/2014 1:34
0,-7.009277,0,0,0,0,378.3299112,0,0,09/12/2014 1:35
0,-2.460938,0,0,0,0,378.3836016,0,0,09/12/2014 1:35
0,-9.09668,0,0,0,0,378.5447538,0,0,09/12/2014 1:35
0,-7.185059,0,0,0,0,379.9438,0,0,09/12/2014 1:36
0,-2.680664,0,0,0,0,378.6970878,0,0,09/12/2014 1:36
0,-8.591309,0,0,0,0,377.509059,0,0,09/12/2014 1:36
0,-8.56282407,0,0,0,0,376.2817,0,0,09/12/2014 1:36
0,-7.141113,0,0,0,0,377.4046167,0,0,09/12/2014 1:37
0,-6.525879,0,0,0,0,377.4949536,0,0,09/12/2014 1:37
0,-4.482422,0,0,0,0,377.5863547,0,0,09/12/2014 1:38
0,-7.756348,0,0,0,0,378.1815664,0,0,09/12/2014 1:38
0,-7.03125,0,0,0,0,378.5705619,0,0,09/12/2014 1:39
0,-3.317871,0,0,0,0,378.5948456,0,0,09/12/2014 1:39
0,-9.074707,0,0,0,0,378.7080356,0,0,09/12/2014 1:39
0,-6.460464081,0,0,0,0,379.0283,0,0,09/12/2014 1:40
0,-4.020996,0,0,0,0,378.7057251,0,0,09/12/2014 1:40
0,-6.987305,0,0,0,0,378.1869867,0,0,09/12/2014 1:41
0,-6.6914894,0,0,0,0,378.1128,0,0,09/12/2014 1:41
0,-6.002287325,0,0,0,0,377.1973,0,0,09/12/2014 1:41
0,-3.933105,0,0,0,0,377.5743361,0,0,09/12/2014 1:42
0,-3.955078,0,0,0,0,377.6460259,0,0,09/12/2014 1:42
0,-3.449707,0,0,0,0,377.7168632,0,0,09/12/2014 1:42
0,-5.404670623,0,0,0,0,378.1128,0,0,09/12/2014 1:43
0,-5.493164,0,0,0,0,378.1128,0,0,09/12/2014 1:43
0,-6.525879,0,0,0,0,378.1128,0,0,09/12/2014 1:43
0,-6.8578327,0,0,0,0,378.1128,0,0,09/12/2014 1:44
0,-7.051553643,0,0,0,0,379.9438,0,0,09/12/2014 1:44
0,-7.065472385,0,0,0,0,376.2817,0,0,09/12/2014 1:44
0,-7.480530384,0,0,0,0,378.1128,0,0,09/12/2014 1:45
0,-8.02002,0,0,0,0,378.1128,0,0,09/12/2014 1:47
0,-7.343515317,0,0,0,0,378.1128,0,0,09/12/2014 1:47
0,-3.647461,0,0,0,0,378.3462528,0,0,09/12/2014 1:47
0,-7.800293,0,0,0,0,378.7310028,0,0,09/12/2014 1:48
0,-6.806759402,0,0,0,0,379.0283,0,0,09/12/2014 1:48
0,-6.731744822,0,0,0,0,375.3662,0,0,09/12/2014 1:48
0,-5.734863,0,0,0,0,378.0631947,0,0,09/12/2014 1:49
0,-9.074707,0,0,0,0,378.2570831,0,0,09/12/2014 1:49
0,-8.707239821,0,0,0,0,379.0283,0,0,09/12/2014 1:49
0,-7.518194414,0,0,0,0,377.1973,0,0,09/12/2014 1:49
0,-7.329800331,0,0,0,0,380.8594,0,0,09/12/2014 1:49
0,-7.23810572,0,0,0,0,377.1973,0,0,09/12/2014 1:49
0,-6.503906,0,0,0,0,377.7406567,0,0,09/12/2014 1:50
0,-7.053223,0,0,0,0,378.8284236,0,0,09/12/2014 1:50
0,-7.055069329,0,0,0,0,379.0283,0,0,09/12/2014 1:50
0,-7.071429519,0,0,0,0,377.1973,0,0,09/12/2014 1:51
0,-7.075195,0,0,0,0,377.1973,0,0,09/12/2014 1:51
0,-6.547852,0,0,0,0,377.1973,0,0,09/12/2014 1:52
0,-6.108398,0,0,0,0,377.1973,0,0,09/12/2014 1:53
0,-4.855957,0,0,0,0,377.1973,0,0,09/12/2014 1:53
0,-5.915259913,0,0,0,0,377.1973,0,0,09/12/2014 1:53
0,-7.075679794,0,0,0,0,380.8594,0,0,09/12/2014 1:53
0,-8.657227,0,0,0,0,378.4066607,0,0,09/12/2014 1:54
0,-7.292803508,0,0,0,0,376.2817,0,0,09/12/2014 1:54
0,-5.822754,0,0,0,0,377.5219886,0,0,09/12/2014 1:55
0,-6.767578,0,0,0,0,377.7880115,0,0,09/12/2014 1:55
0,-3.713379,0,0,0,0,378.3145649,0,0,09/12/2014 1:55
0,-8.679199,0,0,0,0,378.4078457,0,0,09/12/2014 1:55
0,-7.11836053,0,0,0,0,379.0283,0,0,09/12/2014 1:55
0,-5.559082,0,0,0,0,376.2817,0,0,09/12/2014 1:56
0,-5.334071354,0,0,0,0,378.1128,0,0,09/12/2014 1:56
0,-4.174805,0,0,0,0,379.0283,0,0,09/12/2014 1:56
0,-7.580566,0,0,0,0,378.9445886,0,0,09/12/2014 1:56
0,-8.503418,0,0,0,0,377.1973,0,0,09/12/2014 1:57
0,-4.438477,0,0,0,0,377.271415,0,0,09/12/2014 1:57
0,-8.723145,0,0,0,0,377.3198682,0,0,09/12/2014 1:57
0,-4.350586,0,0,0,0,377.9149537,0,0,09/12/2014 1:58
0,-4.466581404,0,0,0,0,378.1128,0,0,09/12/2014 1:58
0,-4.756744017,0,0,0,0,377.1973,0,0,09/12/2014 1:59
0,-5.031738,0,0,0,0,378.5318424,0,0,09/12/2014 1:59
0,-6.437988,0,0,0,0,378.957468,0,0,09/12/2014 1:59
0,-6.470212436,0,0,0,0,379.0283,0,0,09/12/2014 1:59
0,-6.852997711,0,0,0,0,379.0283,0,0,09/12/2014 2:00
0,-8.327874191,0,0,0,0,378.1128,0,0,09/12/2014 2:01
0,-9.09668,0,0,0,0,378.2998035,0,0,09/12/2014 2:02
0,-5.646973,0,0,0,0,378.3309773,0,0,09/12/2014 2:02
0,-7.646484,0,0,0,0,378.3543751,0,0,09/12/2014 2:02
0,-7.03125,0,0,0,0,378.4166681,0,0,09/12/2014 2:03
0,-5.932617,0,0,0,0,378.43229,0,0,09/12/2014 2:03
0,-5.844727,0,0,0,0,378.6890001,0,0,09/12/2014 2:04
0,-8.415527,0,0,0,0,378.9309414,0,0,09/12/2014 2:05
0,-3.625488,0,0,0,0,378.9387174,0,0,09/12/2014 2:05
0,-8.481445,0,0,0,0,378.969895,0,0,09/12/2014 2:05
0,-4.921875,0,0,0,0,379.0867634,0,0,09/12/2014 2:06
0,-4.042969,0,0,0,0,379.2114117,0,0,09/12/2014 2:06
0,-7.646484,0,0,0,0,379.2347472,0,0,09/12/2014 2:06
0,-5.866699,0,0,0,0,379.4997825,0,0,09/12/2014 2:07
0,-5.800781,0,0,0,0,379.5931947,0,0,09/12/2014 2:08
0,-4.064941,0,0,0,0,379.7174767,0,0,09/12/2014 2:08
0,-7.492676,0,0,0,0,379.7333986,0,0,09/12/2014 2:08
0,-5.778809,0,0,0,0,379.7490167,0,0,09/12/2014 2:08
0,-6.892386171,0,0,0,0,379.9438,0,0,09/12/2014 2:09
0,-6.981318223,0,0,0,0,378.1128,0,0,09/12/2014 2:09
0,-7.426758,0,0,0,0,378.0537336,0,0,09/12/2014 2:10
0,-3.317871,0,0,0,0,377.9119712,0,0,09/12/2014 2:10
0,-6.262207,0,0,0,0,377.8765402,0,0,09/12/2014 2:11
0,-4.921875,0,0,0,0,377.7938413,0,0,09/12/2014 2:11
0,-7.119141,0,0,0,0,377.7170402,0,0,09/12/2014 2:12
0,-7.668457,0,0,0,0,377.5457446,0,0,09/12/2014 2:12
0,-3.032227,0,0,0,0,377.5398469,0,0,09/12/2014 2:13
0,-7.141113,0,0,0,0,377.5339491,0,0,09/12/2014 2:13
0,-6.994740318,0,0,0,0,377.1973,0,0,09/12/2014 2:14
0,-6.943359,0,0,0,0,380.6853215,0,0,09/12/2014 2:15
0,-6.848732246,0,0,0,0,380.8594,0,0,09/12/2014 2:15
0,-5.61721028,-1,0,0,0,380.0834349,0,0,09/12/2014 2:16
0,-5.427246,-1,0,0,0,379.963741,0,0,09/12/2014 2:16
0,-2.790527,-1,0,0,0,379.904118,0,0,09/12/2014 2:16
0,-8.569336,-1,0,0,0,379.7248011,0,0,09/12/2014 2:16
0,-1.40625,-1,0,0,0,379.4257903,0,0,09/12/2014 2:16
0,-5.581055,-1,0,0,0,379.3070219,0,0,09/12/2014 2:16
